"75819,""739000"",""870970-basis:28123671"",""k"",""1945-01-01"",""2015-01-01"""
"59558,""739000"",""870970-basis:28509294"",""k"",""2006-01-01"",""2015-01-01"""
"75820,""739000"",""870970-basis:29413053"",""k"",""1949-01-01"",""2015-01-01"""
"59560,""739000"",""870970-basis:26742722"",""m"",""2008-01-01"",""2015-01-01"""
"59561,""739000"",""870970-basis:24181138"",""k"",""1950-01-01"",""2015-01-01"""
"59562,""739000"",""870970-basis:27947999"",""m"",""2004-01-01"",""2015-01-01"""
"59563,""739000"",""870970-basis:27120547"",""k"",""1950-01-01"",""2015-01-01"""
"59564,""739000"",""870970-basis:29335656"",""m"",""1942-01-01"",""2015-01-01"""
"10139,""739000"",""870970-basis:24575322"",""k"",""1978-01-01"",""2015-01-01"""
"59565,""739000"",""870970-basis:22385372"",""k"",""1946-01-01"",""2015-01-01"""
"75821,""739000"",""870970-basis:25120949"",""k"",""2005-01-01"",""2015-01-01"""
"1647,""739000"",""870970-basis:51568931"",""k"",""1963-01-01"",""2015-01-01"""
"59568,""739000"",""870970-basis:26284643"",""m"",""1956-01-01"",""2015-01-01"""
"75822,""739000"",""870970-basis:27965954"",""m"",""2001-01-01"",""2015-01-01"""
"59570,""739000"",""870970-basis:29874204"",""k"",""1940-01-01"",""2015-01-01"""
"75823,""739000"",""870970-basis:28656505"",""k"",""2002-01-01"",""2015-01-01"""
"75824,""739000"",""870970-basis:28028881"",""k"",""1969-01-01"",""2015-01-01"""
"59573,""739000"",""870970-basis:02576031"",""m"",""1934-01-01"",""2015-01-01"""
"59574,""739000"",""870970-basis:27742378"",""m"",""1944-01-01"",""2015-01-01"""
"75825,""739000"",""870970-basis:50618595"",""k"",""1945-01-01"",""2015-01-01"""
"13001,""739000"",""870970-basis:04587081"",""k"",""1984-01-01"",""2015-01-01"""
"49302,""739000"",""870970-basis:01364537"",""m"",""1941-01-01"",""2015-01-01"""
"10152,""739000"",""870970-basis:27997295"",""m"",""1972-01-01"",""2015-01-01"""
"75826,""739000"",""820010-katalog:105856"",""k"",""1929-01-01"",""2015-01-01"""
"59577,""739000"",""870970-basis:28394411"",""k"",""2007-01-01"",""2015-01-01"""
"64539,""739000"",""870970-basis:29467587"",""m"",""1971-01-01"",""2015-01-01"""
"37759,""739000"",""870970-basis:51570901"",""k"",""1954-01-01"",""2015-01-01"""
"75827,""739000"",""870970-basis:23849070"",""k"",""1958-01-01"",""2015-01-01"""
"1666,""739000"",""870970-basis:22630075"",""k"",""1973-01-01"",""2015-01-01"""
"59580,""739000"",""870970-basis:23373173"",""m"",""1970-01-01"",""2015-01-01"""
"59580,""739000"",""870970-basis:23888491"",""m"",""1970-01-01"",""2015-01-01"""
"59580,""739000"",""870970-basis:27990509"",""m"",""1970-01-01"",""2015-01-01"""
"75828,""739000"",""870970-basis:28524463"",""k"",""1971-01-01"",""2015-01-01"""
"64543,""739000"",""870970-basis:24815420"",""k"",""1954-01-01"",""2015-01-01"""
"59583,""739000"",""870970-basis:21614920"",""k"",""1976-01-01"",""2015-01-01"""
"64544,""739000"",""870970-basis:28782748"",""k"",""2005-01-01"",""2015-01-01"""
"64545,""739000"",""870970-basis:51383664"",""m"",""1934-01-01"",""2015-01-01"""
"15682,""739000"",""870970-basis:26423880"",""k"",""1948-01-01"",""2015-01-01"""
"59585,""739000"",""870970-basis:27180388"",""k"",""1953-01-01"",""2015-01-01"""
"59586,""739000"",""870970-basis:29025274"",""k"",""1970-01-01"",""2015-01-01"""
"59587,""739000"",""870970-basis:50558509"",""k"",""1968-01-01"",""2015-01-01"""
"59588,""739000"",""870970-basis:29314810"",""k"",""2008-01-01"",""2015-01-01"""
"75829,""739000"",""870970-basis:51403746"",""m"",""1944-01-01"",""2015-01-01"""
"59590,""739000"",""870970-basis:27421814"",""k"",""2004-01-01"",""2015-01-01"""
"75830,""739000"",""870970-basis:27846378"",""k"",""1955-01-01"",""2015-01-01"""
"59592,""739000"",""870970-basis:29388873"",""k"",""2008-01-01"",""2015-01-01"""
"59593,""739000"",""870970-basis:22720724"",""k"",""1976-01-01"",""2015-01-01"""
"59593,""739000"",""870970-basis:50703959"",""k"",""1976-01-01"",""2015-01-01"""
"49343,""739000"",""870970-basis:50801071"",""m"",""1978-01-01"",""2015-01-01"""
"59594,""739000"",""870970-basis:50939979"",""m"",""1952-01-01"",""2015-01-01"""
"59595,""739000"",""870970-basis:26729971"",""k"",""1963-01-01"",""2015-01-01"""
"23605,""739000"",""870970-basis:25095863"",""m"",""1973-01-01"",""2015-01-01"""
"59596,""739000"",""870970-basis:29450102"",""k"",""1978-01-01"",""2015-01-01"""
"59596,""739000"",""870970-basis:26461677"",""k"",""1978-01-01"",""2015-01-01"""
"59596,""739000"",""870970-basis:25741544"",""k"",""1978-01-01"",""2015-01-01"""
"59597,""739000"",""870970-basis:50516202"",""k"",""1983-01-01"",""2015-01-01"""
"75831,""739000"",""870970-basis:28906730"",""k"",""2007-01-01"",""2015-01-01"""
"75832,""739000"",""870970-basis:29891907"",""k"",""2002-01-01"",""2015-01-01"""
"75833,""739000"",""870970-basis:28910150"",""k"",""1955-01-01"",""2015-01-01"""
"59600,""739000"",""870970-basis:45603318"",""m"",""1958-01-01"",""2015-01-01"""
"59601,""739000"",""870970-basis:01286153"",""m"",""1942-01-01"",""2015-01-01"""
"59602,""739000"",""870970-basis:27913423"",""k"",""2008-01-01"",""2015-01-01"""
"64556,""739000"",""874310-katalog:DBB0041714"",""k"",""1954-01-01"",""2015-01-01"""
"54296,""739000"",""870970-basis:51510461"",""k"",""1981-01-01"",""2015-01-01"""
"17499,""739000"",""870970-basis:22381326"",""k"",""1937-01-01"",""2015-01-01"""
"1688,""739000"",""870970-basis:28553021"",""k"",""2001-01-01"",""2015-01-01"""
"64558,""739000"",""870970-basis:29316694"",""k"",""1943-01-01"",""2015-01-01"""
"59606,""739000"",""870970-basis:51302265"",""k"",""1948-01-01"",""2015-01-01"""
"75834,""739000"",""870970-basis:04680855"",""k"",""1948-01-01"",""2015-01-01"""
"59607,""739000"",""870970-basis:51113055"",""k"",""1950-01-01"",""2015-01-01"""
"75835,""739000"",""870970-basis:51292480"",""k"",""2003-01-01"",""2015-01-01"""
"64561,""739000"",""870970-basis:51353366"",""k"",""1954-01-01"",""2015-01-01"""
"54308,""739000"",""870970-basis:06636098"",""k"",""1976-01-01"",""2015-01-01"""
"75836,""739000"",""870970-basis:50875563"",""k"",""2005-01-01"",""2015-01-01"""
"59610,""739000"",""870970-basis:51054881"",""k"",""1974-01-01"",""2015-01-01"""
"59611,""739000"",""870970-basis:50523039"",""k"",""1953-01-01"",""2015-01-01"""
"75837,""739000"",""870970-basis:51346416"",""k"",""1966-01-01"",""2015-01-01"""
"59613,""739000"",""870970-basis:27121721"",""m"",""1938-01-01"",""2015-01-01"""
"59614,""739000"",""870970-basis:27751679"",""m"",""2012-01-01"",""2015-01-01"""
"64565,""739000"",""870970-basis:51455754"",""k"",""1984-01-01"",""2015-01-01"""
"59616,""739000"",""870970-basis:29551561"",""k"",""1954-01-01"",""2015-01-01"""
"59617,""739000"",""870970-basis:05532035"",""m"",""1974-01-01"",""2015-01-01"""
"59618,""739000"",""870970-basis:51426088"",""k"",""1953-01-01"",""2015-01-01"""
"59619,""739000"",""870970-basis:28420943"",""m"",""1939-01-01"",""2015-01-01"""
"59620,""739000"",""870970-basis:50681793"",""k"",""1979-01-01"",""2015-01-01"""
"59621,""739000"",""870970-basis:50876381"",""k"",""1955-01-01"",""2015-01-01"""
"59622,""739000"",""870970-basis:28649851"",""k"",""1937-01-01"",""2015-01-01"""
"15706,""739000"",""870970-basis:29170517"",""k"",""1948-01-01"",""2015-01-01"""
"75838,""739000"",""870970-basis:06749534"",""k"",""2008-01-01"",""2015-01-01"""
"75839,""739000"",""870970-basis:29595569"",""k"",""1944-01-01"",""2015-01-01"""
"23614,""739000"",""870970-basis:29405298"",""k"",""1962-01-01"",""2015-01-01"""
"59626,""751000"",""870970-basis:50707946"",""k"",""1940-01-01"",""2015-01-01"""
"59626,""751000"",""870970-basis:27976093"",""k"",""1940-01-01"",""2015-01-01"""
"59627,""751000"",""870970-basis:25993594"",""k"",""1976-01-01"",""2015-01-01"""
"75840,""751000"",""870970-basis:26602742"",""k"",""2002-01-01"",""2015-01-01"""
"59629,""751000"",""870970-basis:28124058"",""k"",""1980-01-01"",""2015-01-01"""
"59629,""751000"",""870970-basis:25215125"",""k"",""1980-01-01"",""2015-01-01"""
"59629,""751000"",""870970-basis:28095511"",""k"",""1980-01-01"",""2015-01-01"""
"59630,""751000"",""870970-basis:51136152"",""k"",""1938-01-01"",""2015-01-01"""
"75841,""751000"",""870970-basis:50997545"",""k"",""1988-01-01"",""2015-01-01"""
"59632,""751000"",""870970-basis:50900770"",""k"",""1970-01-01"",""2015-01-01"""
"59633,""751000"",""870970-basis:51087526"",""k"",""1976-01-01"",""2015-01-01"""
"59634,""751000"",""870970-basis:29523606"",""m"",""1987-01-01"",""2015-01-01"""
"59635,""751000"",""870970-basis:24251799"",""k"",""1988-01-01"",""2015-01-01"""
"59636,""751000"",""870970-basis:50707946"",""k"",""1939-01-01"",""2015-01-01"""
"59637,""751000"",""870970-basis:28237367"",""k"",""1979-01-01"",""2015-01-01"""
"64581,""751000"",""870970-basis:28851022"",""k"",""1957-01-01"",""2015-01-01"""
"75842,""751000"",""870970-basis:51681576"",""k"",""1968-01-01"",""2015-01-01"""
"59640,""751000"",""870970-basis:29964939"",""m"",""1973-01-01"",""2015-01-01"""
"59640,""751000"",""870970-basis:20867914"",""m"",""1973-01-01"",""2015-01-01"""
"59640,""751000"",""870970-basis:50986985"",""m"",""1973-01-01"",""2015-01-01"""
"59640,""751000"",""870970-basis:51259521"",""m"",""1973-01-01"",""2015-01-01"""
"59641,""751000"",""870970-basis:51000579"",""k"",""1978-01-01"",""2015-01-01"""
"75843,""751000"",""870970-basis:26060559"",""k"",""1993-01-01"",""2015-01-01"""
"64584,""751000"",""870970-basis:28982690"",""k"",""1941-01-01"",""2015-01-01"""
"59644,""751000"",""870970-basis:27165753"",""k"",""1965-01-01"",""2015-01-01"""
"75844,""751000"",""870970-basis:21249734"",""k"",""1948-01-01"",""2015-01-01"""
"59646,""751000"",""870970-basis:28402791"",""k"",""1974-01-01"",""2015-01-01"""
"59646,""751000"",""820010-katalog:5190204"",""k"",""1974-01-01"",""2015-01-01"""
"64585,""751000"",""870970-basis:27409512"",""k"",""1984-01-01"",""2015-01-01"""
"59648,""751000"",""870970-basis:28041713"",""m"",""1977-01-01"",""2015-01-01"""
"75845,""751000"",""870970-basis:26191076"",""m"",""1948-01-01"",""2015-01-01"""
"64587,""751000"",""870970-basis:26738156"",""k"",""1971-01-01"",""2015-01-01"""
"59651,""751000"",""870970-basis:50712117"",""k"",""1959-01-01"",""2015-01-01"""
"59652,""751000"",""870970-basis:28163916"",""m"",""1970-01-01"",""2015-01-01"""
"75846,""751000"",""870970-basis:21822450"",""m"",""1944-01-01"",""2015-01-01"""
"59654,""751000"",""870970-basis:26987458"",""k"",""1979-01-01"",""2015-01-01"""
"75847,""751000"",""870970-basis:27507433"",""m"",""2002-01-01"",""2015-01-01"""
"75848,""751000"",""870970-basis:51267915"",""k"",""1970-01-01"",""2015-01-01"""
"75849,""751000"",""870970-basis:51482514"",""k"",""1987-01-01"",""2015-01-01"""
"75850,""751000"",""870970-basis:28481012"",""k"",""1977-01-01"",""2015-01-01"""
"59659,""751000"",""870970-basis:51334590"",""m"",""2007-01-01"",""2015-01-01"""
"59660,""751000"",""870970-basis:29027536"",""k"",""1948-01-01"",""2015-01-01"""
"75851,""751000"",""870970-basis:51340582"",""k"",""1960-01-01"",""2015-01-01"""
"59662,""751000"",""870970-basis:27445764"",""k"",""1992-01-01"",""2015-01-01"""
"75852,""751000"",""870970-basis:27942504"",""m"",""1946-01-01"",""2015-01-01"""
"59664,""751000"",""870970-basis:22617796"",""k"",""1980-01-01"",""2015-01-01"""
"59664,""751000"",""870970-basis:28225660"",""k"",""1980-01-01"",""2015-01-01"""
"59665,""751000"",""870970-basis:25799712"",""k"",""1980-01-01"",""2015-01-01"""
"59665,""751000"",""870970-basis:28383169"",""k"",""1980-01-01"",""2015-01-01"""
"59665,""751000"",""870970-basis:24082229"",""k"",""1980-01-01"",""2015-01-01"""
"75853,""751000"",""870970-basis:43544055"",""k"",""1949-01-01"",""2015-01-01"""
"64599,""751000"",""870970-basis:29475393"",""k"",""1978-01-01"",""2015-01-01"""
"59668,""751000"",""870970-basis:25922956"",""m"",""2005-01-01"",""2015-01-01"""
"59669,""751000"",""870970-basis:28906641"",""k"",""2002-01-01"",""2015-01-01"""
"59670,""751000"",""870970-basis:27356982"",""m"",""1931-01-01"",""2015-01-01"""
"75854,""751000"",""870970-basis:27641067"",""k"",""1961-01-01"",""2015-01-01"""
"59672,""751000"",""870970-basis:50653609"",""k"",""1940-01-01"",""2015-01-01"""
"75855,""751000"",""870970-basis:20916028"",""k"",""1949-01-01"",""2015-01-01"""
"59674,""751000"",""870970-basis:24892867"",""k"",""1978-01-01"",""2015-01-01"""
"64604,""751000"",""870970-basis:22372793"",""k"",""1943-01-01"",""2015-01-01"""
"59676,""751000"",""870970-basis:27784488"",""m"",""1953-01-01"",""2015-01-01"""
"59677,""751000"",""870970-basis:27765017"",""k"",""2005-01-01"",""2015-01-01"""
"64606,""751000"",""870970-basis:28469268"",""m"",""1957-01-01"",""2015-01-01"""
"64607,""751000"",""870970-basis:28054572"",""k"",""1979-01-01"",""2015-01-01"""
"64608,""751000"",""870970-basis:27959857"",""k"",""1965-01-01"",""2015-01-01"""
"59680,""751000"",""870970-basis:21603627"",""k"",""1977-01-01"",""2015-01-01"""
"59682,""751000"",""870970-basis:20266902"",""k"",""1931-01-01"",""2015-01-01"""
"59683,""751000"",""870970-basis:21453994"",""k"",""1977-01-01"",""2015-01-01"""
"59684,""751000"",""870970-basis:51453557"",""m"",""1957-01-01"",""2015-01-01"""
"59684,""751000"",""870970-basis:26716527"",""m"",""1957-01-01"",""2015-01-01"""
"59685,""751000"",""700400-katalog:90801511"",""m"",""1966-01-01"",""2015-01-01"""
"64611,""751000"",""870970-basis:25471628"",""m"",""1965-01-01"",""2015-01-01"""
"59687,""751000"",""870970-basis:50953424"",""k"",""1952-01-01"",""2015-01-01"""
"59688,""751000"",""870970-basis:28922787"",""k"",""1978-01-01"",""2015-01-01"""
"59689,""751000"",""870970-basis:51317017"",""k"",""1970-01-01"",""2015-01-01"""
"59690,""751000"",""870970-basis:51204476"",""k"",""1977-01-01"",""2015-01-01"""
"75856,""751000"",""870970-basis:50875474"",""k"",""1995-01-01"",""2015-01-01"""
"59692,""751000"",""870970-basis:28060017"",""k"",""1953-01-01"",""2015-01-01"""
"59693,""751000"",""870970-basis:29803595"",""k"",""1947-01-01"",""2015-01-01"""
"75857,""751000"",""870970-basis:51327209"",""k"",""1987-01-01"",""2015-01-01"""
"59694,""751000"",""870970-basis:28949928"",""k"",""1989-01-01"",""2015-01-01"""
"59695,""751000"",""870970-basis:23398176"",""k"",""1962-01-01"",""2015-01-01"""
"59696,""751000"",""870970-basis:50657094"",""m"",""1978-01-01"",""2015-01-01"""
"32212,""751000"",""870970-basis:29439001"",""k"",""1978-01-01"",""2015-01-01"""
"75858,""751000"",""870970-basis:51143566"",""k"",""1937-01-01"",""2015-01-01"""
"75859,""751000"",""870970-basis:07256736"",""k"",""1980-01-01"",""2015-01-01"""
"59698,""751000"",""870970-basis:25296737"",""k"",""1958-01-01"",""2015-01-01"""
"59699,""751000"",""870970-basis:25439236"",""k"",""1981-01-01"",""2015-01-01"""
"59699,""751000"",""870970-basis:25468260"",""k"",""1981-01-01"",""2015-01-01"""
"59701,""751000"",""870970-basis:50694291"",""k"",""1957-01-01"",""2015-01-01"""
"59702,""751000"",""870970-basis:21828211"",""k"",""1941-01-01"",""2015-01-01"""
"59703,""751000"",""870970-basis:29022682"",""k"",""1954-01-01"",""2015-01-01"""
"64622,""751000"",""870970-basis:27847927"",""k"",""1982-01-01"",""2015-01-01"""
"75860,""751000"",""870970-basis:25638425"",""k"",""1954-01-01"",""2015-01-01"""
"59706,""751000"",""870970-basis:28771622"",""k"",""2008-01-01"",""2015-01-01"""
"75861,""751000"",""870970-basis:29500770"",""m"",""1968-01-01"",""2015-01-01"""
"59708,""751000"",""870970-basis:51466489"",""m"",""2005-01-01"",""2015-01-01"""
"59708,""751000"",""870970-basis:50973670"",""m"",""2005-01-01"",""2015-01-01"""
"59708,""751000"",""870970-basis:51434994"",""m"",""2005-01-01"",""2015-01-01"""
"59709,""751000"",""870970-basis:51387686"",""k"",""1951-01-01"",""2015-01-01"""
"59710,""751000"",""870970-basis:29717702"",""k"",""1977-01-01"",""2015-01-01"""
"59711,""751000"",""870970-basis:29496897"",""k"",""1996-01-01"",""2015-01-01"""
"59712,""751000"",""870970-basis:50694240"",""k"",""1951-01-01"",""2015-01-01"""
"59714,""751000"",""870970-basis:29420629"",""k"",""1972-01-01"",""2015-01-01"""
"59714,""751000"",""870970-basis:26993350"",""k"",""1972-01-01"",""2015-01-01"""
"59714,""751000"",""870970-basis:50729702"",""k"",""1972-01-01"",""2015-01-01"""
"75862,""751000"",""870970-basis:29161488"",""m"",""1985-01-01"",""2015-01-01"""
"64629,""751000"",""870970-basis:29668612"",""m"",""1977-01-01"",""2015-01-01"""
"59717,""751000"",""870970-basis:50728684"",""k"",""2004-01-01"",""2015-01-01"""
"59718,""751000"",""870970-basis:51545338"",""k"",""1960-01-01"",""2015-01-01"""
"59719,""751000"",""870970-basis:28552874"",""k"",""1988-01-01"",""2015-01-01"""
"75863,""751000"",""870970-basis:29814848"",""k"",""1992-01-01"",""2015-01-01"""
"75864,""751000"",""870970-basis:21438987"",""k"",""1948-01-01"",""2015-01-01"""
"64632,""751000"",""870970-basis:29408335"",""k"",""1999-01-01"",""2015-01-01"""
"64633,""751000"",""870970-basis:29657084"",""k"",""1973-01-01"",""2015-01-01"""
"59724,""751000"",""870970-basis:29561435"",""m"",""1955-01-01"",""2015-01-01"""
"75865,""751000"",""870970-basis:27979289"",""k"",""1941-01-01"",""2015-01-01"""
"59726,""751000"",""870970-basis:26876095"",""k"",""1978-01-01"",""2015-01-01"""
"59727,""751000"",""870970-basis:20496118"",""k"",""1957-01-01"",""2015-01-01"""
"59727,""751000"",""870970-basis:25045084"",""k"",""1957-01-01"",""2015-01-01"""
"75866,""751000"",""870970-basis:26224004"",""m"",""1940-01-01"",""2015-01-01"""
"59729,""751000"",""870970-basis:51378318"",""k"",""1979-01-01"",""2015-01-01"""
"75867,""751000"",""870970-basis:29948178"",""k"",""1939-01-01"",""2015-01-01"""
"59731,""751000"",""870970-basis:28690479"",""k"",""1976-01-01"",""2015-01-01"""
"64639,""751000"",""870970-basis:05060419"",""k"",""1976-01-01"",""2015-01-01"""
"75868,""751000"",""870970-basis:50626423"",""k"",""1975-01-01"",""2015-01-01"""
"59734,""751000"",""870970-basis:28061706"",""m"",""2000-01-01"",""2015-01-01"""
"59734,""751000"",""870970-basis:28061730"",""m"",""2000-01-01"",""2015-01-01"""
"59735,""751000"",""870970-basis:51318676"",""k"",""2002-01-01"",""2015-01-01"""
"75869,""751000"",""870970-basis:51270991"",""k"",""1955-01-01"",""2015-01-01"""
"59737,""751000"",""870970-basis:50673278"",""k"",""1972-01-01"",""2015-01-01"""
"64642,""751000"",""870970-basis:23248654"",""k"",""1961-01-01"",""2015-01-01"""
"75870,""751000"",""870970-basis:49205058"",""m"",""1932-01-01"",""2015-01-01"""
"75871,""751000"",""870970-basis:45662128"",""k"",""1940-01-01"",""2015-01-01"""
"59741,""751000"",""870970-basis:29951306"",""k"",""1981-01-01"",""2015-01-01"""
"59742,""751000"",""870970-basis:24262596"",""k"",""1971-01-01"",""2015-01-01"""
"59743,""751000"",""870970-basis:25318439"",""m"",""1979-01-01"",""2015-01-01"""
"59743,""751000"",""870970-basis:29818029"",""m"",""1979-01-01"",""2015-01-01"""
"64646,""751000"",""870970-basis:29332916"",""k"",""1937-01-01"",""2015-01-01"""
"59745,""751000"",""870970-basis:25200411"",""k"",""1968-01-01"",""2015-01-01"""
"64648,""751000"",""870970-basis:45662128"",""k"",""1941-01-01"",""2015-01-01"""
"64649,""751000"",""870970-basis:04983432"",""k"",""1944-01-01"",""2015-01-01"""
"75872,""751000"",""870970-basis:24413519"",""m"",""1974-01-01"",""2015-01-01"""
"75873,""751000"",""870970-basis:51134117"",""k"",""1979-01-01"",""2015-01-01"""
